,cellID,cellType,sampleID
2479,human2_lib1.final_cell_0543,beta,indiv2
2484,human2_lib1.final_cell_0548,beta,indiv2
2492,human2_lib1.final_cell_0556,beta,indiv2
2495,human2_lib1.final_cell_0559,beta,indiv2
2508,human2_lib2.final_cell_0013,beta,indiv2
2517,human2_lib2.final_cell_0022,beta,indiv2
2520,human2_lib2.final_cell_0025,beta,indiv2
2526,human2_lib2.final_cell_0031,beta,indiv2
2532,human2_lib2.final_cell_0037,beta,indiv2
2535,human2_lib2.final_cell_0040,beta,indiv2
2537,human2_lib2.final_cell_0042,beta,indiv2
2541,human2_lib2.final_cell_0046,beta,indiv2
2543,human2_lib2.final_cell_0048,beta,indiv2
2544,human2_lib2.final_cell_0049,beta,indiv2
2549,human2_lib2.final_cell_0054,beta,indiv2
2551,human2_lib2.final_cell_0056,beta,indiv2
2552,human2_lib2.final_cell_0057,beta,indiv2
2553,human2_lib2.final_cell_0058,beta,indiv2
2556,human2_lib2.final_cell_0061,beta,indiv2
2557,human2_lib2.final_cell_0062,beta,indiv2
2559,human2_lib2.final_cell_0064,beta,indiv2
2560,human2_lib2.final_cell_0065,beta,indiv2
2561,human2_lib2.final_cell_0066,beta,indiv2
2563,human2_lib2.final_cell_0068,beta,indiv2
2565,human2_lib2.final_cell_0070,beta,indiv2
2567,human2_lib2.final_cell_0072,beta,indiv2
2568,human2_lib2.final_cell_0073,beta,indiv2
2572,human2_lib2.final_cell_0077,beta,indiv2
2578,human2_lib2.final_cell_0083,beta,indiv2
2579,human2_lib2.final_cell_0084,beta,indiv2
2581,human2_lib2.final_cell_0086,beta,indiv2
2582,human2_lib2.final_cell_0087,beta,indiv2
2584,human2_lib2.final_cell_0089,beta,indiv2
2586,human2_lib2.final_cell_0091,beta,indiv2
2589,human2_lib2.final_cell_0094,beta,indiv2
2592,human2_lib2.final_cell_0097,beta,indiv2
2600,human2_lib2.final_cell_0105,beta,indiv2
2603,human2_lib2.final_cell_0108,beta,indiv2
2608,human2_lib2.final_cell_0113,beta,indiv2
2612,human2_lib2.final_cell_0117,beta,indiv2
2613,human2_lib2.final_cell_0118,beta,indiv2
2617,human2_lib2.final_cell_0122,beta,indiv2
2618,human2_lib2.final_cell_0123,beta,indiv2
2620,human2_lib2.final_cell_0125,beta,indiv2
2621,human2_lib2.final_cell_0126,beta,indiv2
2625,human2_lib2.final_cell_0130,beta,indiv2
2626,human2_lib2.final_cell_0131,beta,indiv2
2628,human2_lib2.final_cell_0133,beta,indiv2
2630,human2_lib2.final_cell_0135,beta,indiv2
2632,human2_lib2.final_cell_0137,beta,indiv2
2636,human2_lib2.final_cell_0141,beta,indiv2
2637,human2_lib2.final_cell_0142,beta,indiv2
2642,human2_lib2.final_cell_0147,beta,indiv2
2655,human2_lib2.final_cell_0160,beta,indiv2
2669,human2_lib2.final_cell_0174,beta,indiv2
2670,human2_lib2.final_cell_0175,beta,indiv2
2677,human2_lib2.final_cell_0182,beta,indiv2
2681,human2_lib2.final_cell_0186,beta,indiv2
2687,human2_lib2.final_cell_0192,beta,indiv2
2690,human2_lib2.final_cell_0195,beta,indiv2
2691,human2_lib2.final_cell_0196,beta,indiv2
2693,human2_lib2.final_cell_0198,beta,indiv2
2698,human2_lib2.final_cell_0203,beta,indiv2
2699,human2_lib2.final_cell_0204,beta,indiv2
2708,human2_lib2.final_cell_0213,beta,indiv2
2714,human2_lib2.final_cell_0219,beta,indiv2
2718,human2_lib2.final_cell_0223,beta,indiv2
2724,human2_lib2.final_cell_0229,beta,indiv2
2725,human2_lib2.final_cell_0230,beta,indiv2
2726,human2_lib2.final_cell_0231,beta,indiv2
2727,human2_lib2.final_cell_0232,beta,indiv2
2733,human2_lib2.final_cell_0238,beta,indiv2
2734,human2_lib2.final_cell_0239,beta,indiv2
2736,human2_lib2.final_cell_0241,beta,indiv2
2741,human2_lib2.final_cell_0246,beta,indiv2
2743,human2_lib2.final_cell_0248,beta,indiv2
2745,human2_lib2.final_cell_0250,beta,indiv2
2747,human2_lib2.final_cell_0252,beta,indiv2
2748,human2_lib2.final_cell_0253,beta,indiv2
2749,human2_lib2.final_cell_0254,beta,indiv2
2750,human2_lib2.final_cell_0255,beta,indiv2
2753,human2_lib2.final_cell_0258,beta,indiv2
2757,human2_lib2.final_cell_0262,beta,indiv2
2759,human2_lib2.final_cell_0264,beta,indiv2
2760,human2_lib2.final_cell_0265,beta,indiv2
2764,human2_lib2.final_cell_0269,beta,indiv2
2766,human2_lib2.final_cell_0271,beta,indiv2
2770,human2_lib2.final_cell_0275,beta,indiv2
2773,human2_lib2.final_cell_0278,beta,indiv2
2779,human2_lib2.final_cell_0284,beta,indiv2
2780,human2_lib2.final_cell_0285,beta,indiv2
2781,human2_lib2.final_cell_0286,beta,indiv2
2815,human2_lib2.final_cell_0320,beta,indiv2
2816,human2_lib2.final_cell_0321,beta,indiv2
2820,human2_lib2.final_cell_0325,beta,indiv2
2822,human2_lib2.final_cell_0327,beta,indiv2
2823,human2_lib2.final_cell_0328,beta,indiv2
2827,human2_lib2.final_cell_0332,beta,indiv2
2829,human2_lib2.final_cell_0334,beta,indiv2
2831,human2_lib2.final_cell_0336,beta,indiv2
2833,human2_lib2.final_cell_0338,beta,indiv2
2838,human2_lib2.final_cell_0343,beta,indiv2
2839,human2_lib2.final_cell_0344,beta,indiv2
2840,human2_lib2.final_cell_0345,beta,indiv2
2852,human2_lib2.final_cell_0357,beta,indiv2
2854,human2_lib2.final_cell_0359,beta,indiv2
2861,human2_lib2.final_cell_0366,beta,indiv2
2865,human2_lib2.final_cell_0370,beta,indiv2
2887,human2_lib2.final_cell_0392,beta,indiv2
2892,human2_lib2.final_cell_0397,beta,indiv2
2893,human2_lib2.final_cell_0398,beta,indiv2
2894,human2_lib2.final_cell_0399,beta,indiv2
2904,human2_lib2.final_cell_0409,beta,indiv2
2906,human2_lib2.final_cell_0411,beta,indiv2
2908,human2_lib2.final_cell_0413,beta,indiv2
2911,human2_lib2.final_cell_0416,beta,indiv2
2916,human2_lib2.final_cell_0421,beta,indiv2
2926,human2_lib2.final_cell_0431,beta,indiv2
2927,human2_lib2.final_cell_0432,beta,indiv2
2930,human2_lib2.final_cell_0435,beta,indiv2
2934,human2_lib2.final_cell_0439,beta,indiv2
2935,human2_lib2.final_cell_0440,beta,indiv2
2949,human2_lib2.final_cell_0454,beta,indiv2
2953,human2_lib2.final_cell_0458,beta,indiv2
2954,human2_lib2.final_cell_0459,beta,indiv2
2960,human2_lib2.final_cell_0465,beta,indiv2
2962,human2_lib2.final_cell_0467,beta,indiv2
2964,human2_lib2.final_cell_0469,beta,indiv2
2970,human2_lib2.final_cell_0475,beta,indiv2
2978,human2_lib2.final_cell_0483,beta,indiv2
2980,human2_lib2.final_cell_0485,beta,indiv2
2991,human2_lib2.final_cell_0496,beta,indiv2
3002,human2_lib2.final_cell_0507,beta,indiv2
3003,human2_lib2.final_cell_0508,beta,indiv2
3004,human2_lib2.final_cell_0509,beta,indiv2
3006,human2_lib2.final_cell_0511,beta,indiv2
3008,human2_lib2.final_cell_0513,beta,indiv2
3014,human2_lib2.final_cell_0519,beta,indiv2
3016,human2_lib2.final_cell_0521,beta,indiv2
3039,human2_lib2.final_cell_0544,beta,indiv2
3041,human2_lib2.final_cell_0546,beta,indiv2
3055,human2_lib2.final_cell_0560,beta,indiv2
3064,human2_lib2.final_cell_0569,beta,indiv2
3065,human2_lib2.final_cell_0570,beta,indiv2
3070,human2_lib2.final_cell_0575,beta,indiv2
3071,human2_lib2.final_cell_0576,beta,indiv2
3079,human2_lib2.final_cell_0584,beta,indiv2
3081,human2_lib2.final_cell_0586,beta,indiv2
3082,human2_lib2.final_cell_0587,beta,indiv2
3083,human2_lib2.final_cell_0588,beta,indiv2
3084,human2_lib2.final_cell_0589,beta,indiv2
3086,human2_lib2.final_cell_0591,beta,indiv2
3087,human2_lib2.final_cell_0592,beta,indiv2
3089,human2_lib2.final_cell_0594,beta,indiv2
3092,human2_lib2.final_cell_0597,beta,indiv2
3096,human2_lib3.final_cell_0001,beta,indiv2
3099,human2_lib3.final_cell_0004,beta,indiv2
3102,human2_lib3.final_cell_0007,beta,indiv2
3117,human2_lib3.final_cell_0022,beta,indiv2
3120,human2_lib3.final_cell_0025,beta,indiv2
3130,human2_lib3.final_cell_0035,beta,indiv2
3144,human2_lib3.final_cell_0049,beta,indiv2
3145,human2_lib3.final_cell_0050,beta,indiv2
3148,human2_lib3.final_cell_0053,beta,indiv2
3155,human2_lib3.final_cell_0060,beta,indiv2
3163,human2_lib3.final_cell_0068,beta,indiv2
3174,human2_lib3.final_cell_0079,beta,indiv2
3184,human2_lib3.final_cell_0089,beta,indiv2
3188,human2_lib3.final_cell_0093,beta,indiv2
3191,human2_lib3.final_cell_0096,beta,indiv2
3201,human2_lib3.final_cell_0106,beta,indiv2
3202,human2_lib3.final_cell_0107,beta,indiv2
3204,human2_lib3.final_cell_0109,beta,indiv2
3205,human2_lib3.final_cell_0110,beta,indiv2
3215,human2_lib3.final_cell_0120,beta,indiv2
3216,human2_lib3.final_cell_0121,beta,indiv2
3221,human2_lib3.final_cell_0126,beta,indiv2
3227,human2_lib3.final_cell_0132,beta,indiv2
3228,human2_lib3.final_cell_0133,beta,indiv2
3229,human2_lib3.final_cell_0134,beta,indiv2
3231,human2_lib3.final_cell_0136,beta,indiv2
3236,human2_lib3.final_cell_0141,beta,indiv2
3240,human2_lib3.final_cell_0145,beta,indiv2
3246,human2_lib3.final_cell_0151,beta,indiv2
3255,human2_lib3.final_cell_0160,beta,indiv2
3260,human2_lib3.final_cell_0165,beta,indiv2
3274,human2_lib3.final_cell_0179,beta,indiv2
3280,human2_lib3.final_cell_0185,beta,indiv2
3290,human2_lib3.final_cell_0195,beta,indiv2
3292,human2_lib3.final_cell_0197,beta,indiv2
3295,human2_lib3.final_cell_0200,beta,indiv2
3306,human2_lib3.final_cell_0211,beta,indiv2
3310,human2_lib3.final_cell_0215,beta,indiv2
3315,human2_lib3.final_cell_0220,beta,indiv2
3329,human2_lib3.final_cell_0234,beta,indiv2
3330,human2_lib3.final_cell_0235,beta,indiv2
3339,human2_lib3.final_cell_0244,beta,indiv2
3341,human2_lib3.final_cell_0246,beta,indiv2
3343,human2_lib3.final_cell_0248,beta,indiv2
3348,human2_lib3.final_cell_0253,beta,indiv2
3351,human2_lib3.final_cell_0256,beta,indiv2
3352,human2_lib3.final_cell_0257,beta,indiv2
3356,human2_lib3.final_cell_0261,beta,indiv2
3361,human2_lib3.final_cell_0266,beta,indiv2
3365,human2_lib3.final_cell_0270,beta,indiv2
3367,human2_lib3.final_cell_0272,beta,indiv2
3370,human2_lib3.final_cell_0275,beta,indiv2
3379,human2_lib3.final_cell_0284,beta,indiv2
3385,human2_lib3.final_cell_0290,beta,indiv2
3386,human2_lib3.final_cell_0291,beta,indiv2
3388,human2_lib3.final_cell_0293,beta,indiv2
3395,human2_lib3.final_cell_0300,beta,indiv2
3396,human2_lib3.final_cell_0301,beta,indiv2
3398,human2_lib3.final_cell_0303,beta,indiv2
3402,human2_lib3.final_cell_0307,beta,indiv2
3408,human2_lib3.final_cell_0313,beta,indiv2
3414,human2_lib3.final_cell_0319,beta,indiv2
3415,human2_lib3.final_cell_0320,beta,indiv2
3417,human2_lib3.final_cell_0322,beta,indiv2
3419,human2_lib3.final_cell_0324,beta,indiv2
3429,human2_lib3.final_cell_0334,beta,indiv2
3450,human2_lib3.final_cell_0355,beta,indiv2
3455,human2_lib3.final_cell_0360,beta,indiv2
3461,human2_lib3.final_cell_0366,beta,indiv2
3469,human2_lib3.final_cell_0374,beta,indiv2
3471,human2_lib3.final_cell_0376,beta,indiv2
3482,human2_lib3.final_cell_0387,beta,indiv2
3489,human2_lib3.final_cell_0394,beta,indiv2
3492,human2_lib3.final_cell_0397,beta,indiv2
3497,human2_lib3.final_cell_0402,beta,indiv2
3500,human2_lib3.final_cell_0405,beta,indiv2
3508,human2_lib3.final_cell_0413,beta,indiv2
3509,human2_lib3.final_cell_0414,beta,indiv2
3525,human2_lib3.final_cell_0430,beta,indiv2
3526,human2_lib3.final_cell_0431,beta,indiv2
3528,human2_lib3.final_cell_0433,beta,indiv2
3531,human2_lib3.final_cell_0436,beta,indiv2
3532,human2_lib3.final_cell_0437,beta,indiv2
3541,human2_lib3.final_cell_0446,beta,indiv2
3542,human2_lib3.final_cell_0447,beta,indiv2
3546,human2_lib3.final_cell_0451,beta,indiv2
3554,human2_lib3.final_cell_0459,beta,indiv2
3558,human2_lib3.final_cell_0463,beta,indiv2
3560,human2_lib3.final_cell_0465,beta,indiv2
3561,human2_lib3.final_cell_0466,beta,indiv2
3570,human2_lib3.final_cell_0475,beta,indiv2
3574,human2_lib3.final_cell_0479,beta,indiv2
3576,human2_lib3.final_cell_0481,beta,indiv2
3579,human2_lib3.final_cell_0484,beta,indiv2
3590,human2_lib3.final_cell_0495,beta,indiv2
3597,human2_lib3.final_cell_0502,beta,indiv2
3603,human2_lib3.final_cell_0508,beta,indiv2
3606,human2_lib3.final_cell_0511,beta,indiv2
3610,human2_lib3.final_cell_0515,beta,indiv2
3614,human2_lib3.final_cell_0519,beta,indiv2
3616,human2_lib3.final_cell_0521,beta,indiv2
3617,human2_lib3.final_cell_0522,beta,indiv2
3619,human2_lib3.final_cell_0524,beta,indiv2
3629,human2_lib3.final_cell_0534,beta,indiv2
3637,human2_lib3.final_cell_0542,beta,indiv2
3638,human2_lib3.final_cell_0543,beta,indiv2
3645,human2_lib3.final_cell_0550,beta,indiv2
3649,human2_lib3.final_cell_0554,beta,indiv2
3650,human2_lib3.final_cell_0555,beta,indiv2
3652,human2_lib3.final_cell_0557,beta,indiv2
3655,human2_lib3.final_cell_0560,beta,indiv2
12,human1_lib1.final_cell_0013,delta,indiv1
13,human1_lib1.final_cell_0014,delta,indiv1
24,human1_lib1.final_cell_0025,delta,indiv1
30,human1_lib1.final_cell_0031,delta,indiv1
31,human1_lib1.final_cell_0032,delta,indiv1
32,human1_lib1.final_cell_0033,delta,indiv1
33,human1_lib1.final_cell_0034,delta,indiv1
39,human1_lib1.final_cell_0040,delta,indiv1
42,human1_lib1.final_cell_0043,delta,indiv1
48,human1_lib1.final_cell_0049,delta,indiv1
50,human1_lib1.final_cell_0051,delta,indiv1
68,human1_lib1.final_cell_0069,delta,indiv1
73,human1_lib1.final_cell_0074,delta,indiv1
76,human1_lib1.final_cell_0077,delta,indiv1
85,human1_lib1.final_cell_0086,delta,indiv1
86,human1_lib1.final_cell_0087,delta,indiv1
97,human1_lib1.final_cell_0098,delta,indiv1
98,human1_lib1.final_cell_0099,delta,indiv1
100,human1_lib1.final_cell_0101,delta,indiv1
103,human1_lib1.final_cell_0104,delta,indiv1
109,human1_lib1.final_cell_0110,delta,indiv1
112,human1_lib1.final_cell_0113,delta,indiv1
116,human1_lib1.final_cell_0117,delta,indiv1
118,human1_lib1.final_cell_0119,delta,indiv1
126,human1_lib1.final_cell_0127,delta,indiv1
128,human1_lib1.final_cell_0129,delta,indiv1
139,human1_lib1.final_cell_0140,delta,indiv1
145,human1_lib1.final_cell_0146,delta,indiv1
153,human1_lib1.final_cell_0154,delta,indiv1
177,human1_lib1.final_cell_0178,delta,indiv1
179,human1_lib1.final_cell_0180,delta,indiv1
191,human1_lib1.final_cell_0192,delta,indiv1
194,human1_lib1.final_cell_0195,delta,indiv1
200,human1_lib1.final_cell_0201,delta,indiv1
220,human1_lib1.final_cell_0221,delta,indiv1
228,human1_lib1.final_cell_0229,delta,indiv1
231,human1_lib1.final_cell_0232,delta,indiv1
232,human1_lib1.final_cell_0233,delta,indiv1
234,human1_lib1.final_cell_0235,delta,indiv1
239,human1_lib1.final_cell_0240,delta,indiv1
245,human1_lib1.final_cell_0246,delta,indiv1
250,human1_lib1.final_cell_0251,delta,indiv1
251,human1_lib1.final_cell_0252,delta,indiv1
254,human1_lib1.final_cell_0255,delta,indiv1
261,human1_lib1.final_cell_0262,delta,indiv1
270,human1_lib1.final_cell_0271,delta,indiv1
274,human1_lib1.final_cell_0275,delta,indiv1
280,human1_lib1.final_cell_0281,delta,indiv1
286,human1_lib1.final_cell_0287,delta,indiv1
305,human1_lib1.final_cell_0306,delta,indiv1
309,human1_lib1.final_cell_0310,delta,indiv1
320,human1_lib1.final_cell_0321,delta,indiv1
336,human1_lib1.final_cell_0337,delta,indiv1
337,human1_lib1.final_cell_0338,delta,indiv1
369,human1_lib1.final_cell_0370,delta,indiv1
376,human1_lib1.final_cell_0377,delta,indiv1
395,human1_lib1.final_cell_0396,delta,indiv1
414,human1_lib1.final_cell_0415,delta,indiv1
466,human1_lib1.final_cell_0467,delta,indiv1
480,human1_lib1.final_cell_0481,delta,indiv1
485,human1_lib1.final_cell_0486,delta,indiv1
487,human1_lib1.final_cell_0488,delta,indiv1
489,human1_lib1.final_cell_0490,delta,indiv1
492,human1_lib1.final_cell_0493,delta,indiv1
502,human1_lib1.final_cell_0503,delta,indiv1
568,human1_lib2.final_cell_0001,delta,indiv1
569,human1_lib2.final_cell_0002,delta,indiv1
570,human1_lib2.final_cell_0003,delta,indiv1
575,human1_lib2.final_cell_0008,delta,indiv1
579,human1_lib2.final_cell_0012,delta,indiv1
580,human1_lib2.final_cell_0013,delta,indiv1
581,human1_lib2.final_cell_0014,delta,indiv1
582,human1_lib2.final_cell_0015,delta,indiv1
587,human1_lib2.final_cell_0020,delta,indiv1
589,human1_lib2.final_cell_0022,delta,indiv1
592,human1_lib2.final_cell_0025,delta,indiv1
593,human1_lib2.final_cell_0026,delta,indiv1
595,human1_lib2.final_cell_0028,delta,indiv1
598,human1_lib2.final_cell_0031,delta,indiv1
601,human1_lib2.final_cell_0034,delta,indiv1
603,human1_lib2.final_cell_0036,delta,indiv1
607,human1_lib2.final_cell_0040,delta,indiv1
608,human1_lib2.final_cell_0041,delta,indiv1
610,human1_lib2.final_cell_0043,delta,indiv1
611,human1_lib2.final_cell_0044,delta,indiv1
614,human1_lib2.final_cell_0047,delta,indiv1
615,human1_lib2.final_cell_0048,delta,indiv1
625,human1_lib2.final_cell_0058,delta,indiv1
630,human1_lib2.final_cell_0063,delta,indiv1
635,human1_lib2.final_cell_0068,delta,indiv1
641,human1_lib2.final_cell_0074,delta,indiv1
645,human1_lib2.final_cell_0078,delta,indiv1
646,human1_lib2.final_cell_0079,delta,indiv1
648,human1_lib2.final_cell_0081,delta,indiv1
662,human1_lib2.final_cell_0095,delta,indiv1
664,human1_lib2.final_cell_0097,delta,indiv1
666,human1_lib2.final_cell_0099,delta,indiv1
669,human1_lib2.final_cell_0102,delta,indiv1
683,human1_lib2.final_cell_0116,delta,indiv1
700,human1_lib2.final_cell_0133,delta,indiv1
701,human1_lib2.final_cell_0134,delta,indiv1
710,human1_lib2.final_cell_0143,delta,indiv1
718,human1_lib2.final_cell_0151,delta,indiv1
733,human1_lib2.final_cell_0166,delta,indiv1
736,human1_lib2.final_cell_0169,delta,indiv1
751,human1_lib2.final_cell_0184,delta,indiv1
758,human1_lib2.final_cell_0191,delta,indiv1
761,human1_lib2.final_cell_0194,delta,indiv1
772,human1_lib2.final_cell_0205,delta,indiv1
777,human1_lib2.final_cell_0210,delta,indiv1
797,human1_lib2.final_cell_0230,delta,indiv1
810,human1_lib2.final_cell_0243,delta,indiv1
816,human1_lib2.final_cell_0249,delta,indiv1
825,human1_lib2.final_cell_0258,delta,indiv1
830,human1_lib2.final_cell_0263,delta,indiv1
840,human1_lib2.final_cell_0273,delta,indiv1
843,human1_lib2.final_cell_0276,delta,indiv1
877,human1_lib2.final_cell_0310,delta,indiv1
882,human1_lib2.final_cell_0315,delta,indiv1
896,human1_lib2.final_cell_0329,delta,indiv1
905,human1_lib2.final_cell_0338,delta,indiv1
914,human1_lib2.final_cell_0347,delta,indiv1
929,human1_lib2.final_cell_0362,delta,indiv1
933,human1_lib2.final_cell_0366,delta,indiv1
937,human1_lib2.final_cell_0370,delta,indiv1
954,human1_lib2.final_cell_0387,delta,indiv1
959,human1_lib2.final_cell_0392,delta,indiv1
974,human1_lib2.final_cell_0407,delta,indiv1
977,human1_lib2.final_cell_0410,delta,indiv1
988,human1_lib2.final_cell_0421,delta,indiv1
1010,human1_lib2.final_cell_0443,delta,indiv1
1030,human1_lib2.final_cell_0463,delta,indiv1
1035,human1_lib2.final_cell_0468,delta,indiv1
1040,human1_lib2.final_cell_0473,delta,indiv1
1065,human1_lib2.final_cell_0498,delta,indiv1
1188,human1_lib2.final_cell_0621,delta,indiv1
1199,human1_lib3.final_cell_0003,delta,indiv1
1204,human1_lib3.final_cell_0008,delta,indiv1
1205,human1_lib3.final_cell_0009,delta,indiv1
1206,human1_lib3.final_cell_0010,delta,indiv1
1210,human1_lib3.final_cell_0014,delta,indiv1
1211,human1_lib3.final_cell_0015,delta,indiv1
1212,human1_lib3.final_cell_0016,delta,indiv1
1213,human1_lib3.final_cell_0017,delta,indiv1
1215,human1_lib3.final_cell_0019,delta,indiv1
1219,human1_lib3.final_cell_0023,delta,indiv1
1222,human1_lib3.final_cell_0026,delta,indiv1
1224,human1_lib3.final_cell_0028,delta,indiv1
1228,human1_lib3.final_cell_0032,delta,indiv1
1232,human1_lib3.final_cell_0036,delta,indiv1
1236,human1_lib3.final_cell_0040,delta,indiv1
1237,human1_lib3.final_cell_0041,delta,indiv1
1238,human1_lib3.final_cell_0042,delta,indiv1
1241,human1_lib3.final_cell_0045,delta,indiv1
1246,human1_lib3.final_cell_0050,delta,indiv1
1251,human1_lib3.final_cell_0055,delta,indiv1
1254,human1_lib3.final_cell_0058,delta,indiv1
1257,human1_lib3.final_cell_0061,delta,indiv1
1258,human1_lib3.final_cell_0062,delta,indiv1
1260,human1_lib3.final_cell_0064,delta,indiv1
1262,human1_lib3.final_cell_0066,delta,indiv1
1264,human1_lib3.final_cell_0068,delta,indiv1
1270,human1_lib3.final_cell_0074,delta,indiv1
1271,human1_lib3.final_cell_0075,delta,indiv1
1273,human1_lib3.final_cell_0077,delta,indiv1
1274,human1_lib3.final_cell_0078,delta,indiv1
1289,human1_lib3.final_cell_0093,delta,indiv1
1292,human1_lib3.final_cell_0096,delta,indiv1
1297,human1_lib3.final_cell_0101,delta,indiv1
1300,human1_lib3.final_cell_0104,delta,indiv1
1305,human1_lib3.final_cell_0109,delta,indiv1
1306,human1_lib3.final_cell_0110,delta,indiv1
1310,human1_lib3.final_cell_0114,delta,indiv1
1312,human1_lib3.final_cell_0116,delta,indiv1
1331,human1_lib3.final_cell_0135,delta,indiv1
1337,human1_lib3.final_cell_0141,delta,indiv1
1351,human1_lib3.final_cell_0155,delta,indiv1
1374,human1_lib3.final_cell_0178,delta,indiv1
1377,human1_lib3.final_cell_0181,delta,indiv1
1391,human1_lib3.final_cell_0195,delta,indiv1
1397,human1_lib3.final_cell_0201,delta,indiv1
1402,human1_lib3.final_cell_0206,delta,indiv1
1405,human1_lib3.final_cell_0209,delta,indiv1
1409,human1_lib3.final_cell_0213,delta,indiv1
1412,human1_lib3.final_cell_0216,delta,indiv1
1428,human1_lib3.final_cell_0232,delta,indiv1
1443,human1_lib3.final_cell_0247,delta,indiv1
1453,human1_lib3.final_cell_0257,delta,indiv1
1460,human1_lib3.final_cell_0264,delta,indiv1
1474,human1_lib3.final_cell_0278,delta,indiv1
1478,human1_lib3.final_cell_0282,delta,indiv1
1488,human1_lib3.final_cell_0292,delta,indiv1
1494,human1_lib3.final_cell_0298,delta,indiv1
1501,human1_lib3.final_cell_0305,delta,indiv1
1515,human1_lib3.final_cell_0319,delta,indiv1
1525,human1_lib3.final_cell_0329,delta,indiv1
1542,human1_lib3.final_cell_0346,delta,indiv1
1567,human1_lib3.final_cell_0371,delta,indiv1
1598,human1_lib3.final_cell_0402,delta,indiv1
1608,human1_lib3.final_cell_0412,delta,indiv1
1615,human1_lib3.final_cell_0419,delta,indiv1
1657,human1_lib3.final_cell_0461,delta,indiv1
1677,human1_lib3.final_cell_0481,delta,indiv1
1678,human1_lib3.final_cell_0482,delta,indiv1
1679,human1_lib3.final_cell_0483,delta,indiv1
1702,human1_lib3.final_cell_0506,delta,indiv1
1736,human1_lib3.final_cell_0540,delta,indiv1
1758,human1_lib3.final_cell_0562,delta,indiv1
1767,human1_lib3.final_cell_0571,delta,indiv1
1802,human1_lib3.final_cell_0606,delta,indiv1
1810,human1_lib3.final_cell_0614,delta,indiv1
1818,human1_lib3.final_cell_0622,delta,indiv1
1826,human1_lib3.final_cell_0630,delta,indiv1
1861,human1_lib3.final_cell_0665,delta,indiv1
1937,human2_lib1.final_cell_0001,delta,indiv2
1938,human2_lib1.final_cell_0002,delta,indiv2
1940,human2_lib1.final_cell_0004,delta,indiv2
1941,human2_lib1.final_cell_0005,delta,indiv2
1942,human2_lib1.final_cell_0006,delta,indiv2
1943,human2_lib1.final_cell_0007,delta,indiv2
1944,human2_lib1.final_cell_0008,delta,indiv2
1947,human2_lib1.final_cell_0011,delta,indiv2
1948,human2_lib1.final_cell_0012,delta,indiv2
1950,human2_lib1.final_cell_0014,delta,indiv2
1960,human2_lib1.final_cell_0024,delta,indiv2
1963,human2_lib1.final_cell_0027,delta,indiv2
1970,human2_lib1.final_cell_0034,delta,indiv2
1971,human2_lib1.final_cell_0035,delta,indiv2
1972,human2_lib1.final_cell_0036,delta,indiv2
1978,human2_lib1.final_cell_0042,delta,indiv2
1980,human2_lib1.final_cell_0044,delta,indiv2
1996,human2_lib1.final_cell_0060,delta,indiv2
1997,human2_lib1.final_cell_0061,delta,indiv2
2031,human2_lib1.final_cell_0095,delta,indiv2
2040,human2_lib1.final_cell_0104,delta,indiv2
2059,human2_lib1.final_cell_0123,delta,indiv2
2092,human2_lib1.final_cell_0156,delta,indiv2
2105,human2_lib1.final_cell_0169,delta,indiv2
2109,human2_lib1.final_cell_0173,delta,indiv2
2129,human2_lib1.final_cell_0193,delta,indiv2
2136,human2_lib1.final_cell_0200,delta,indiv2
2147,human2_lib1.final_cell_0211,delta,indiv2
2182,human2_lib1.final_cell_0246,delta,indiv2
2203,human2_lib1.final_cell_0267,delta,indiv2
2208,human2_lib1.final_cell_0272,delta,indiv2
2211,human2_lib1.final_cell_0275,delta,indiv2
2214,human2_lib1.final_cell_0278,delta,indiv2
2266,human2_lib1.final_cell_0330,delta,indiv2
2291,human2_lib1.final_cell_0355,delta,indiv2
2300,human2_lib1.final_cell_0364,delta,indiv2
2337,human2_lib1.final_cell_0401,delta,indiv2
2369,human2_lib1.final_cell_0433,delta,indiv2
2371,human2_lib1.final_cell_0435,delta,indiv2
2389,human2_lib1.final_cell_0453,delta,indiv2
2405,human2_lib1.final_cell_0469,delta,indiv2
2496,human2_lib2.final_cell_0001,delta,indiv2
2501,human2_lib2.final_cell_0006,delta,indiv2
2504,human2_lib2.final_cell_0009,delta,indiv2
2505,human2_lib2.final_cell_0010,delta,indiv2
2506,human2_lib2.final_cell_0011,delta,indiv2
2509,human2_lib2.final_cell_0014,delta,indiv2
2515,human2_lib2.final_cell_0020,delta,indiv2
2518,human2_lib2.final_cell_0023,delta,indiv2
2521,human2_lib2.final_cell_0026,delta,indiv2
2529,human2_lib2.final_cell_0034,delta,indiv2
2542,human2_lib2.final_cell_0047,delta,indiv2
2604,human2_lib2.final_cell_0109,delta,indiv2
2624,human2_lib2.final_cell_0129,delta,indiv2
2635,human2_lib2.final_cell_0140,delta,indiv2
2644,human2_lib2.final_cell_0149,delta,indiv2
2646,human2_lib2.final_cell_0151,delta,indiv2
2650,human2_lib2.final_cell_0155,delta,indiv2
2660,human2_lib2.final_cell_0165,delta,indiv2
2661,human2_lib2.final_cell_0166,delta,indiv2
2667,human2_lib2.final_cell_0172,delta,indiv2
2673,human2_lib2.final_cell_0178,delta,indiv2
